"_ano_pesquisa","dimensao","setor","numero_de_funcionarios","valor","qtd_respondentes"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 51 a 100","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","4"
"2024","desafio_gestor","Marketing","de 101 a 500","Contratar novos talentos.","4"
"2024","desafio_gestor","Marketing","de 101 a 500","Garantir a manutenção dos projetos e modelos em produção","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 51 a 100","Contratar novos talentos.","4"
"2024","desafio_gestor","Varejo","de 101 a 500","Convencer a empresa a aumentar os investimentos na área de dados.","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 51 a 100","Garantir a manutenção dos projetos e modelos em produção","4"
"2024","desafio_gestor","Setor Alimentício","Acima de 3.000","Contratar novos talentos.","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 51 a 100","em meio ao crescimento da empresa.","4"
"2024","desafio_gestor","Área de Consultoria","de 501 a 1.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Gestão de equipes no ambiente remoto.","4"
"2024","desafio_gestor","Finanças ou Bancos","de 101 a 500","em meio ao crescimento da empresa.","4"
"2024","desafio_gestor","Telecomunicação","Acima de 3.000","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","4"
"2024","desafio_gestor","Indústria","Acima de 3.000","Garantir a manutenção dos projetos e modelos em produção","4"
"2024","desafio_gestor","Indústria","de 501 a 1.000","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","4"
"2024","desafio_gestor","Outra Opção","Acima de 3.000","Reter talentos.","4"
"2024","desafio_gestor","Área de Consultoria","de 11 a 50","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","4"
"2024","desafio_gestor","Setor Alimentício","Acima de 3.000","Organizar as informações e garantir a qualidade e confiabilidade.","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 1 a 5","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","4"
"2024","desafio_gestor","Finanças ou Bancos","de 501 a 1.000","Organizar as informações e garantir a qualidade e confiabilidade.","4"
"2024","desafio_gestor","Indústria","Acima de 3.000","em meio ao crescimento da empresa.","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Conseguir processar e armazenar um alto volume de dados.","4"
"2024","desafio_gestor","Área da Saúde","de 101 a 500","Conseguir levar inovação para a empresa através dos dados.","4"
"2024","desafio_gestor","Área da Saúde","Acima de 3.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","4"
"2024","desafio_gestor","Outra Opção","de 101 a 500","Contratar novos talentos.","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","Acima de 3.000","Gestão de equipes no ambiente remoto.","4"
"2024","desafio_gestor","Área de Consultoria","Acima de 3.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","4"
"2024","desafio_gestor","Finanças ou Bancos","Acima de 3.000","Conseguir processar e armazenar um alto volume de dados.","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","Acima de 3.000","Conseguir processar e armazenar um alto volume de dados.","4"
"2024","desafio_gestor","Indústria","de 101 a 500","Organizar as informações e garantir a qualidade e confiabilidade.","4"
"2024","desafio_gestor","Área de Consultoria","de 51 a 100","Conseguir levar inovação para a empresa através dos dados.","4"
"2024","desafio_gestor","Varejo","de 1.001 a 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","4"
"2024","desafio_gestor","Área de Consultoria","de 11 a 50","Dividir o tempo entre entregas técnicas e gestão de pessoas.","4"
"2024","desafio_gestor","Marketing","de 101 a 500","Gestão de equipes no ambiente remoto.","4"
"2024","desafio_gestor","Telecomunicação","Acima de 3.000","Conseguir levar inovação para a empresa através dos dados.","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 11 a 50","Convencer a empresa a aumentar os investimentos na área de dados.","4"
"2024","desafio_gestor","Telecomunicação","Acima de 3.000","Dividir o tempo entre entregas técnicas e gestão de pessoas.","4"
"2024","desafio_gestor","Área de Consultoria","de 101 a 500","Contratar novos talentos.","4"
"2024","desafio_gestor","Marketing","de 51 a 100","Gestão de equipes no ambiente remoto.","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 11 a 50","em meio ao crescimento da empresa.","4"
"2024","desafio_gestor","Outra Opção","de 1.001 a 3.000","Organizar as informações e garantir a qualidade e confiabilidade.","4"
"2024","desafio_gestor","Indústria","Acima de 3.000","Desenvolver e manter modelos Machine Learning em produção.","4"
"2024","desafio_gestor","Finanças ou Bancos","de 501 a 1.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","4"
"2024","desafio_gestor","Finanças ou Bancos","de 101 a 500","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","4"
"2024","desafio_gestor","Indústria","de 501 a 1.000","Dividir o tempo entre entregas técnicas e gestão de pessoas.","4"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 1 a 5","Convencer a empresa a aumentar os investimentos na área de dados.","4"
"2024","desafio_gestor","Educação","de 1.001 a 3.000","Organizar as informações e garantir a qualidade e confiabilidade.","4"
"2024","desafio_gestor","Outra Opção","de 101 a 500","Dividir o tempo entre entregas técnicas e gestão de pessoas.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 1.001 a 3.000","em meio ao crescimento da empresa.","3"
"2024","desafio_gestor","Área da Saúde","de 501 a 1.000","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","3"
"2024","desafio_gestor","Educação","de 101 a 500","Dividir o tempo entre entregas técnicas e gestão de pessoas.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 501 a 1.000","Desenvolver e manter modelos Machine Learning em produção.","3"
"2024","desafio_gestor","Marketing","de 1 a 5","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","3"
"2024","desafio_gestor","Agronegócios","Acima de 3.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Indústria","Acima de 3.000","Conseguir processar e armazenar um alto volume de dados.","3"
"2024","desafio_gestor","Área de Consultoria","de 1 a 5","Garantir retorno do investimento (ROI) em projetos de dados.","3"
"2024","desafio_gestor","Indústria","de 11 a 50","Garantir a manutenção dos projetos e modelos em produção","3"
"2024","desafio_gestor","Outra Opção","Acima de 3.000","Conseguir processar e armazenar um alto volume de dados.","3"
"2024","desafio_gestor","Agronegócios","Acima de 3.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 1.001 a 3.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Marketing","de 1 a 5","Garantir retorno do investimento (ROI) em projetos de dados.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","Acima de 3.000","Desenvolver e manter modelos Machine Learning em produção.","3"
"2024","desafio_gestor","Setor Público","Acima de 3.000","Organizar as informações e garantir a qualidade e confiabilidade.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 1 a 5","Garantir a manutenção dos projetos e modelos em produção","3"
"2024","desafio_gestor","Marketing","de 101 a 500","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 501 a 1.000","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Internet/Ecommerce","de 1.001 a 3.000","Dividir o tempo entre entregas técnicas e gestão de pessoas.","3"
"2024","desafio_gestor","Área de Consultoria","de 6 a 10","Contratar novos talentos.","3"
"2024","desafio_gestor","Indústria","de 11 a 50","em meio ao crescimento da empresa.","3"
"2024","desafio_gestor","Outra Opção","de 1.001 a 3.000","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Educação","de 51 a 100","Organizar as informações e garantir a qualidade e confiabilidade.","3"
"2024","desafio_gestor","Indústria","de 101 a 500","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Indústria","de 101 a 500","Dividir o tempo entre entregas técnicas e gestão de pessoas.","3"
"2024","desafio_gestor","Outra Opção","Acima de 3.000","Contratar novos talentos.","3"
"2024","desafio_gestor","Outra Opção","de 51 a 100","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 101 a 500","Conseguir processar e armazenar um alto volume de dados.","3"
"2024","desafio_gestor","Área de Consultoria","Acima de 3.000","Organizar as informações e garantir a qualidade e confiabilidade.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 11 a 50","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 51 a 100","Reter talentos.","3"
"2024","desafio_gestor","Educação","de 101 a 500","Organizar as informações e garantir a qualidade e confiabilidade.","3"
"2024","desafio_gestor","Setor Automotivo","Acima de 3.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","3"
"2024","desafio_gestor","Setor Público","de 101 a 500","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Área da Saúde","Acima de 3.000","Conseguir processar e armazenar um alto volume de dados.","3"
"2024","desafio_gestor","Indústria","de 1.001 a 3.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Setor Alimentício","Acima de 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 6 a 10","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Outra Opção","de 6 a 10","Convencer a empresa a aumentar os investimentos na área de dados.","3"
"2024","desafio_gestor","Área da Saúde","Acima de 3.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Outra Opção","de 101 a 500","Organizar as informações e garantir a qualidade e confiabilidade.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 1 a 5","em meio ao crescimento da empresa.","3"
"2024","desafio_gestor","Educação","de 1.001 a 3.000","Contratar novos talentos.","3"
"2024","desafio_gestor","Internet/Ecommerce","de 1.001 a 3.000","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Setor Público","de 101 a 500","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","3"
"2024","desafio_gestor","Setor Público","de 501 a 1.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 501 a 1.000","Dividir o tempo entre entregas técnicas e gestão de pessoas.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 501 a 1.000","Gestão de equipes no ambiente remoto.","3"
"2024","desafio_gestor","Agronegócios","Acima de 3.000","Reter talentos.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 101 a 500","Gestão de equipes no ambiente remoto.","3"
"2024","desafio_gestor","Setor Alimentício","Acima de 3.000","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Educação","de 101 a 500","Contratar novos talentos.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 501 a 1.000","Contratar novos talentos.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 51 a 100","Convencer a empresa a aumentar os investimentos na área de dados.","3"
"2024","desafio_gestor","Outra Opção","de 501 a 1.000","Organizar as informações e garantir a qualidade e confiabilidade.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 11 a 50","Convencer a empresa a aumentar os investimentos na área de dados.","3"
"2024","desafio_gestor","Outra Opção","de 101 a 500","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","3"
"2024","desafio_gestor","Outra Opção","de 101 a 500","Reter talentos.","3"
"2024","desafio_gestor","Indústria","Acima de 3.000","Contratar novos talentos.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 11 a 50","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Área de Consultoria","Acima de 3.000","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","3"
"2024","desafio_gestor","Educação","de 1.001 a 3.000","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Outra Opção","Acima de 3.000","Desenvolver e manter modelos Machine Learning em produção.","3"
"2024","desafio_gestor","Agronegócios","Acima de 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 11 a 50","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 11 a 50","Dividir o tempo entre entregas técnicas e gestão de pessoas.","3"
"2024","desafio_gestor","Educação","de 101 a 500","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","3"
"2024","desafio_gestor","Outra Opção","de 51 a 100","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","3"
"2024","desafio_gestor","Educação","Acima de 3.000","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Área de Consultoria","Acima de 3.000","Contratar novos talentos.","3"
"2024","desafio_gestor","Área da Saúde","Acima de 3.000","Dividir o tempo entre entregas técnicas e gestão de pessoas.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 501 a 1.000","Reter talentos.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 501 a 1.000","Convencer a empresa a aumentar os investimentos na área de dados.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 11 a 50","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Setor Alimentício","de 101 a 500","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Telecomunicação","Acima de 3.000","Contratar novos talentos.","3"
"2024","desafio_gestor","Setor Público","Acima de 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","3"
"2024","desafio_gestor","Telecomunicação","Acima de 3.000","Garantir retorno do investimento (ROI) em projetos de dados.","3"
"2024","desafio_gestor","Educação","de 501 a 1.000","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 6 a 10","Reter talentos.","3"
"2024","desafio_gestor","Educação","de 101 a 500","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Área de Consultoria","de 1 a 5","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 1 a 5","Reter talentos.","3"
"2024","desafio_gestor","Área de Consultoria","de 51 a 100","Garantir retorno do investimento (ROI) em projetos de dados.","3"
"2024","desafio_gestor","Varejo","de 1.001 a 3.000","Garantir retorno do investimento (ROI) em projetos de dados.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 1.001 a 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","3"
"2024","desafio_gestor","Finanças ou Bancos","de 1.001 a 3.000","Garantir retorno do investimento (ROI) em projetos de dados.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 6 a 10","Organizar as informações e garantir a qualidade e confiabilidade.","3"
"2024","desafio_gestor","Indústria","de 501 a 1.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","3"
"2024","desafio_gestor","Setor Automotivo","Acima de 3.000","Garantir retorno do investimento (ROI) em projetos de dados.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 6 a 10","Garantir retorno do investimento (ROI) em projetos de dados.","3"
"2024","desafio_gestor","Indústria","de 501 a 1.000","Organizar as informações e garantir a qualidade e confiabilidade.","3"
"2024","desafio_gestor","Setor Público","Acima de 3.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Outra Opção","de 101 a 500","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Área de Consultoria","de 11 a 50","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Outra Opção","de 11 a 50","Garantir retorno do investimento (ROI) em projetos de dados.","3"
"2024","desafio_gestor","Área de Consultoria","de 51 a 100","Dividir o tempo entre entregas técnicas e gestão de pessoas.","3"
"2024","desafio_gestor","Setor Alimentício","de 101 a 500","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","3"
"2024","desafio_gestor","Marketing","de 101 a 500","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","3"
"2024","desafio_gestor","Agronegócios","Acima de 3.000","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Setor Imobiliário/ Construção Civil","Acima de 3.000","Conseguir levar inovação para a empresa através dos dados.","3"
"2024","desafio_gestor","Área de Consultoria","de 51 a 100","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","3"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 1.001 a 3.000","Garantir a manutenção dos projetos e modelos em produção","3"
"2024","desafio_gestor","Telecomunicação","de 501 a 1.000","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","2"
"2024","desafio_gestor","Varejo","de 101 a 500","Dividir o tempo entre entregas técnicas e gestão de pessoas.","2"
"2024","desafio_gestor","Educação","Acima de 3.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","2"
"2024","desafio_gestor","Setor Alimentício","Acima de 3.000","Desenvolver e manter modelos Machine Learning em produção.","2"
"2024","desafio_gestor","Educação","de 101 a 500","Convencer a empresa a aumentar os investimentos na área de dados.","2"
"2024","desafio_gestor","Marketing","de 1 a 5","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Marketing","de 11 a 50","Garantir retorno do investimento (ROI) em projetos de dados.","2"
"2024","desafio_gestor","Telecomunicação","Acima de 3.000","Conseguir processar e armazenar um alto volume de dados.","2"
"2024","desafio_gestor","Setor de Energia","de 1.001 a 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","2"
"2024","desafio_gestor","Educação","de 11 a 50","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Área de Consultoria","de 501 a 1.000","Dividir o tempo entre entregas técnicas e gestão de pessoas.","2"
"2024","desafio_gestor","Educação","de 51 a 100","Conseguir levar inovação para a empresa através dos dados.","2"
"2024","desafio_gestor","Entretenimento ou Esportes","Acima de 3.000","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","2"
"2024","desafio_gestor","Área da Saúde","de 101 a 500","em meio ao crescimento da empresa.","2"
"2024","desafio_gestor","Setor Alimentício","de 51 a 100","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","2"
"2024","desafio_gestor","Finanças ou Bancos","de 1.001 a 3.000","Reter talentos.","2"
"2024","desafio_gestor","Educação","de 501 a 1.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","2"
"2024","desafio_gestor","Área de Consultoria","de 101 a 500","Conseguir levar inovação para a empresa através dos dados.","2"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 501 a 1.000","Garantir retorno do investimento (ROI) em projetos de dados.","2"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 6 a 10","Desenvolver e manter modelos Machine Learning em produção.","2"
"2024","desafio_gestor","Área de Consultoria","de 1 a 5","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","2"
"2024","desafio_gestor","Setor Automotivo","de 1.001 a 3.000","em meio ao crescimento da empresa.","2"
"2024","desafio_gestor","Marketing","de 1 a 5","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","2"
"2024","desafio_gestor","Varejo","de 1.001 a 3.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","2"
"2024","desafio_gestor","Finanças ou Bancos","de 1.001 a 3.000","em meio ao crescimento da empresa.","2"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 11 a 50","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Área de Consultoria","de 1.001 a 3.000","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Entretenimento ou Esportes","Acima de 3.000","Reter talentos.","2"
"2024","desafio_gestor","Telecomunicação","Acima de 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","2"
"2024","desafio_gestor","Setor Imobiliário/ Construção Civil","de 51 a 100","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Finanças ou Bancos","de 11 a 50","Contratar novos talentos.","2"
"2024","desafio_gestor","Outra Opção","de 51 a 100","Contratar novos talentos.","2"
"2024","desafio_gestor","Área da Saúde","de 501 a 1.000","Garantir retorno do investimento (ROI) em projetos de dados.","2"
"2024","desafio_gestor","Entretenimento ou Esportes","Acima de 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","2"
"2024","desafio_gestor","Área de Consultoria","de 11 a 50","em meio ao crescimento da empresa.","2"
"2024","desafio_gestor","Finanças ou Bancos","de 501 a 1.000","Gestão de equipes no ambiente remoto.","2"
"2024","desafio_gestor","Finanças ou Bancos","de 1.001 a 3.000","Contratar novos talentos.","2"
"2024","desafio_gestor","Finanças ou Bancos","de 11 a 50","Reter talentos.","2"
"2024","desafio_gestor","Setor Público","de 501 a 1.000","Gestão de equipes no ambiente remoto.","2"
"2024","desafio_gestor","Outra Opção","de 501 a 1.000","Garantir retorno do investimento (ROI) em projetos de dados.","2"
"2024","desafio_gestor","Área da Saúde","Acima de 3.000","Convencer a empresa a aumentar os investimentos na área de dados.","2"
"2024","desafio_gestor","Indústria","de 51 a 100","Convencer a empresa a aumentar os investimentos na área de dados.","2"
"2024","desafio_gestor","Setor Público","Acima de 3.000","Garantir a manutenção dos projetos e modelos em produção","2"
"2024","desafio_gestor","Seguros ou Previdência","de 101 a 500","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Filantropia/ONG's","de 11 a 50","Dividir o tempo entre entregas técnicas e gestão de pessoas.","2"
"2024","desafio_gestor","Outra Opção","de 1.001 a 3.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","2"
"2024","desafio_gestor","Internet/Ecommerce","de 101 a 500","Conseguir levar inovação para a empresa através dos dados.","2"
"2024","desafio_gestor","Finanças ou Bancos","de 11 a 50","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Finanças ou Bancos","de 51 a 100","Garantir a manutenção dos projetos e modelos em produção","2"
"2024","desafio_gestor","Setor Automotivo","Acima de 3.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","2"
"2024","desafio_gestor","Área da Saúde","de 501 a 1.000","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","2"
"2024","desafio_gestor","Marketing","de 51 a 100","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","2"
"2024","desafio_gestor","Setor Público","de 101 a 500","Conseguir processar e armazenar um alto volume de dados.","2"
"2024","desafio_gestor","Área de Consultoria","de 1 a 5","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","2"
"2024","desafio_gestor","Área da Saúde","de 501 a 1.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","2"
"2024","desafio_gestor","Outra Opção","de 101 a 500","Garantir retorno do investimento (ROI) em projetos de dados.","2"
"2024","desafio_gestor","Finanças ou Bancos","de 11 a 50","em meio ao crescimento da empresa.","2"
"2024","desafio_gestor","Área de Consultoria","de 11 a 50","Contratar novos talentos.","2"
"2024","desafio_gestor","Outra Opção","de 1.001 a 3.000","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","2"
"2024","desafio_gestor","Setor Imobiliário/ Construção Civil","Acima de 3.000","Garantir retorno do investimento (ROI) em projetos de dados.","2"
"2024","desafio_gestor","Educação","de 51 a 100","Contratar novos talentos.","2"
"2024","desafio_gestor","Varejo","de 1 a 5","Conseguir levar inovação para a empresa através dos dados.","2"
"2024","desafio_gestor","Outra Opção","de 11 a 50","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Indústria","de 51 a 100","Reter talentos.","2"
"2024","desafio_gestor","Marketing","de 11 a 50","Contratar novos talentos.","2"
"2024","desafio_gestor","Área de Consultoria","de 101 a 500","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","2"
"2024","desafio_gestor","Área da Saúde","Acima de 3.000","Desenvolver e manter modelos Machine Learning em produção.","2"
"2024","desafio_gestor","Setor de Energia","Acima de 3.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","2"
"2024","desafio_gestor","Setor Automotivo","de 1.001 a 3.000","Garantir a manutenção dos projetos e modelos em produção","2"
"2024","desafio_gestor","Setor Público","Acima de 3.000","em meio ao crescimento da empresa.","2"
"2024","desafio_gestor","Agronegócios","Acima de 3.000","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Área de Consultoria","de 101 a 500","Garantir retorno do investimento (ROI) em projetos de dados.","2"
"2024","desafio_gestor","Seguros ou Previdência","de 11 a 50","Dividir o tempo entre entregas técnicas e gestão de pessoas.","2"
"2024","desafio_gestor","Marketing","Acima de 3.000","Dividir o tempo entre entregas técnicas e gestão de pessoas.","2"
"2024","desafio_gestor","Área de Consultoria","de 11 a 50","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Setor Automotivo","Acima de 3.000","Dividir o tempo entre entregas técnicas e gestão de pessoas.","2"
"2024","desafio_gestor","Marketing","de 11 a 50","Conseguir gerar valor para as áreas de negócios através de estudos e experimentos.","2"
"2024","desafio_gestor","Setor Imobiliário/ Construção Civil","de 101 a 500","Contratar novos talentos.","2"
"2024","desafio_gestor","Outra Opção","de 11 a 50","Conseguir levar inovação para a empresa através dos dados.","2"
"2024","desafio_gestor","Área de Consultoria","de 1 a 5","Convencer a empresa a aumentar os investimentos na área de dados.","2"
"2024","desafio_gestor","Área da Saúde","de 101 a 500","Organizar as informações e garantir a qualidade e confiabilidade.","2"
"2024","desafio_gestor","Tecnologia/Fábrica de Software","de 6 a 10","Gerenciar a expectativa das áreas de negócio em relação as entregas das equipes de dados.","2"
"2024","desafio_gestor","Área de Consultoria","de 101 a 500","Reter talentos.","2"
"2024","desafio_gestor","Educação","de 101 a 500","Garantir a manutenção dos projetos e modelos em produção","2"
"2024","desafio_gestor","Educação","de 501 a 1.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","2"
"2024","desafio_gestor","Setor Público","de 101 a 500","Convencer a empresa a aumentar os investimentos na área de dados.","2"
"2024","desafio_gestor","Área de Consultoria","de 51 a 100","Contratar novos talentos.","2"
"2024","desafio_gestor","Outra Opção","de 1.001 a 3.000","Conseguir processar e armazenar um alto volume de dados.","2"
"2024","desafio_gestor","Área de Consultoria","de 1 a 5","Dividir o tempo entre entregas técnicas e gestão de pessoas.","2"
"2024","desafio_gestor","Finanças ou Bancos","de 1.001 a 3.000","Garantir a manutenção dos projetos e modelos em produção","2"
"2024","desafio_gestor","Internet/Ecommerce","de 1.001 a 3.000","Reter talentos.","2"
"2024","desafio_gestor","Setor Imobiliário/ Construção Civil","Acima de 3.000","Reter talentos.","2"
"2024","desafio_gestor","Agronegócios","de 11 a 50","Convencer a empresa a aumentar os investimentos na área de dados.","2"
"2024","desafio_gestor","Setor Alimentício","de 51 a 100","Conseguir levar inovação para a empresa através dos dados.","2"
"2024","desafio_gestor","Internet/Ecommerce","de 1.001 a 3.000","Gestão de projetos envolvendo áreas multidisciplinares da empresa.","2"
"2024","desafio_gestor","Área da Saúde","de 11 a 50","Dividir o tempo entre entregas técnicas e gestão de pessoas.","2"
"2024","desafio_gestor","Internet/Ecommerce","de 101 a 500","Organizar as informações e garantir a qualidade e confiabilidade.","2"
